CPQ,Cpq,,,,,,
CPVL,Cpvl,,,,,,
CREG1,Creg1,,,,,,
CST3,Cst3,,,,,,
CST7,Cst7,,,,,,
CTBS,Ctbs,,,,,,
CTNS,Ctns,,,,,,
CTSA,Ctsa,,,,,,
CTSB,Ctsb,,,,,,
CTSC,Ctsc,,,,,,
CTSD,Ctsd,,,,,,
CTSE,Ctse,,,,,,
CTSF,Ctsf,,,,,,
CTSG,Ctsg,,,,,,
CTSH,Ctsh,,,,,,
CTSK,Ctsk,,,,,,
CTSL,BC051665,,,,,,
CTSL,Ctsll3,,,,,,
CTSL,4930486L24Rik,,,,,,
CTSL,Ctsj,,,,,,
CTSL,Ctsq,,,,,,
CTSL,Ctsr,,,,,,
CTSL,Cts6,,,,,,
CTSL,Cts8,,,,,,
CTSL,Cts7,,,,,,
CTSL,Ctsm,,,,,,
CTSL,Cts3,,,,,,
CTSO,Ctso,,,,,,
CTSS,Ctss,,,,,,
CTSV,Ctsl,,,,,,
CTSW,Ctsw,,,,,,
CTSZ,Ctsz,,,,,,
CUBN,Cubn,,,,,,
CX3CL1,Cx3cl1,,,,,,
CXCR2,Cxcr2,,,,,,
CXCR4,Cxcr4,,,,,,
CYB561A3,Cyb561a3,,,,,,
DAGLB,Daglb,,,,,,
DAPK1,Dapk1,,,,,,
DAPK2,Dapk2,,,,,,
DDIT3,Ddit3,,,,,,
DEPDC5,Depdc5,,,,,,
DIRAS3,,,,,,,
DLC1,Dlc1,,,,,,
DLG2,Dlg2,,,,,,
DNAJB1,Dnajb1,,,,,,
DNAJB9,Dnajb9,,,,,,
DNAJC13,Dnajc13,,,,,,
DNAJC5,Dnajc5,,,,,,
DNAJC6,Dnajc6,,,,,,
DNASE1,Dnase1,,,,,,
DNASE2,Dnase2a,,,,,,
DNASE2B,Dnase2b,,,,,,
DNM2,Dnm2,,,,,,
DOC2A,Doc2a,,,,,,
DPP4,Dpp4,,,,,,
DPP7,Dpp7,,,,,,
DRAM1,Dram1,,,,,,
DRAM2,Dram2,,,,,,
ECE1,Ece1,,,,,,
EDEM1,Edem1,,,,,,
EEF2,Eef2,,,,,,
EEF2K,Eef2k,,,,,,
EGF,Egf,,,,,,
EGFR,Egfr,,,,,,
EIF2AK2,Eif2ak2,,,,,,
EIF2AK3,Eif2ak3,,,,,,
EIF2S1,Eif2s1,,,,,,
EIF4EBP1,Eif4ebp1,,,,,,
EIF4G1,Eif4g1,,,,,,
ELANE,Elane,,,,,,
EN1,En1,,,,,,
EN2,En2,,,,,,
ENPEP,Enpep,,,,,,
ENPP1,Enpp1,,,,,,
ENTPD4,Entpd4,,,,,,
EPDR1,Epdr1,,,,,,
ERBB2,Erbb2,,,,,,
ERN1,Ern1,,,,,,
ERO1A,Ero1l,,,,,,
EVA1A,Eva1a,,,,,,
FADD,Fadd,,,,,,
FAM215A,,,,,,,
FAM47E,Fam47e,,,,,,
FAM50B,,,,,,,
FAS,Fas,,,,,,
FBXO7,Fbxo7,,,,,,
FGFR3,Fgfr3,,,,,,
FKBP1A,Fkbp1a,,,,,,
FKBP1B,Fkbp1b,,,,,,
FLOT1,Flot1,,,,,,
FLOT2,Flot2,,,,,,
FNBP1,Fnbp1,,,,,,
FOS,Fos,,,,,,
FOXO1,Foxo1,,,,,,
FOXO3,Foxo3,,,,,,
FUCA1,Fuca1,,,,,,
FUCA2,Fuca2,,,,,,
GAA,Gaa,,,,,,
GABARAP,Gabarap,,,,,,
GABARAPL1,Gabarapl1,,,,,,
GABARAPL2,Gabarapl2,,,,,,
GALC,Galc,,,,,,
GALNS,Galns,,,,,,
GAPDH,Gm12117,,,,,,
GBA,Gba,,,,,,
GC,Gc,,,,,,
GCH1,Gch1,,,,,,
GDAP2,Gdap2,,,,,,
GGA1,Gga1,,,,,,
GGA2,Gga2,,,,,,
GGA3,Gga3,,,,,,
GGH,Ggh,,,,,,
GJA1,Gja6,,,,,,
GLA,Gla,,,,,,
GLB1,Glb1,,,,,,
GLMP,Glmp,,,,,,
GM2A,Gm2a,,,,,,
GNA11,Gna11,,,,,,
GNAI1,Gnai1,,,,,,
GNAI2,Gnai2,,,,,,
GNAI3,Gnai3,,,,,,
GNAQ,Gnaq,,,,,,
GNAS,,,,,,,
GNB1,Gnb1,,,,,,
GNB2,Gnb2,,,,,,
GNB4,Gnb4,,,,,,
GNPTAB,Gnptab,,,,,,
GNPTG,Gnptg,,,,,,
GNS,Gns,,,,,,
GOPC,Gopc,,,,,,
GOT1,Got1,,,,,,
GPC3,Gpc3,,,,,,
GPLD1,Gpld1,,,,,,
GPNMB,Gpnmb,,,,,,
GPR137,Gpr137,,,,,,
GPR137B,Gpr137b,,,,,,
GPR143,Gpr143,,,,,,
GPR37,Gpr37 ,,,,,,
GRID1,Grid1,,,,,,
GRID2,Grid2,,,,,,
GRN,Grn,,,,,,
GUSB,Gusb,,,,,,
H19,,,,,,,
HDAC1,Hdac1,,,,,,
HDAC1,Gm10093,,,,,,
HDAC6,Hdac6,,,,,,
HEXA,Hexa,,,,,,
HEXB,Hexb,,,,,,
HGS,Hgs,,,,,,
HGSNAT,Hgsnat,,,,,,
HIF1A,Hif1a,,,,,,
HLA-DMA,H2DMa,,,,,,
HLA-DMB,H2DMb2,,,,,,
HLA-DMB,H2DMb1,,,,,,
HLA-DOA,H2Oa,,,,,,
HLA-DOB,H2Ob,,,,,,
HLA-DPA1,,,,,,,
HLA-DPB1,,,,,,,
HLA-DQA1,H2Aa,,,,,,
HLA-DQA2,H2Aa,,,,,,
HLA-DQB1,H2Ab1,,,,,,
HLA-DQB2,H2Ab1,,,,,,
HLA-DRA,,,,,,,
HLA-DRB1,H2Eb1,,,,,,
HLA-DRB1,H2Eb2,,,,,,
HLA-DRB5,H2Eb1,,,,,,
HLA-DRB5,H2Eb2,,,,,,
HPS1,Hps1,,,,,,
HPS4,Hps4,,,,,,
HPSE,Hpse,,,,,,
HSP90AB1,Hsp90ab1,,,,,,
HSPA5,Hspa5,,,,,,
HSPA8,Hspa8,,,,,,
HSPB8,Hspb8,,,,,,
HYAL1,Hyal1,,,,,,
HYAL2,Hyal2,,,,,,
HYAL3,Hyal3,,,,,,
IDS,Ids,,,,,,
IDUA,Idua,,,,,,
IFI30,Ifi30,,,,,,
IFNG,Ifng,,,,,,
IGF2R,Igf2r,,,,,,
IKBKB,Ikbkb,,,,,,
IKBKE,Ikbke,,,,,,
IL24,Il24,,,,,,
IL4I1,Il4i1,,,,,,
INPP5F,Inpp5f,,,,,,
IRGM,Irgm1,,,,,,
IRGM,Igtp,,,,,,
IRGM,Irgm2,,,,,,
ITGA3,Itga3,,,,,,
ITGA6,Itga6,,,,,,
ITGB1,Itgb1,,,,,,
ITGB4,Itgb4,,,,,,
ITM2C,Itm2c,,,,,,
ITPR1,Itpr1,,,,,,
KCNE1,Kcne1,,,,,,
KCNE2,Kcne2,,,,,,
KIF5B,Kif5b,,,,,,
KLHL24,Klhl24,,,,,,
KLK6,Klk6,,,,,,
LAMP1,Lamp1,,,,,,
LAMP2,Lamp2,,,,,,
LAMP3,Lamp3,,,,,,
LAMTOR1,Lamtor1,,,,,,
LAMTOR2,Lamtor2,,,,,,
LAPTM4B,Laptm4b,,,,,,
LAPTM5,Laptm5,,,,,,
LDLR,Ldlr,,,,,,
LGMN,Lgmn,,,,,,
LHCGR,Lhcgr,,,,,,
LIPA,Lipa,,,,,,
LITAF,Litaf,,,,,,
LMBRD1,Lmbrd1,,,,,,
LMX1B,Lmx1b,,,,,,
LNPEP,Lnpep,,,,,,
LRBA,Lrba,,,,,,
LRP1,Lrp1,,,,,,
LRP2,Lrp2,,,,,,
LRRK2,Lrrk2,,,,,,
M6PR,M6pr,,,,,,
MAN2B1,Man2b1,,,,,,
MAN2B2,Man2b2,,,,,,
MANBA,Manba,,,,,,
MAP1LC3A,Map1lc3a,,,,,,
MAP1LC3B,Gm5612,,,,,,
MAP1LC3C,,,,,,,
MAP2K7,Map2k7,,,,,,
MAPK1,Mapk1,,,,,,
MAPK3,Mapk3,,,,,,
MAPK8,Mapk8,,,,,,
MAPK8IP1,Mapk8ip1,,,,,,
MAPK9,Mapk9,,,,,,
MAPT,Mapt,,,,,,
MARCH1,March1,,,,,,
MARCH2,March2,,,,,,
MARCH3,March3,,,,,,
MARCH8,March8,,,,,,
MARCH9,March9,,,,,,
MBTPS2,Mbtps2,,,,,,
MCCC1,Mccc1,,,,,,
MCOLN1,Mcoln1,,,,,,
MCOLN2,Mcoln2,,,,,,
MCOLN3,Mcoln3,,,,,,
MFSD1,Mfsd1,,,,,,
MFSD12,Mfsd12,,,,,,
MFSD8,Mfsd8,,,,,,
MIOS,Mios,,,,,,
MLST8,Mlst8,,,,,,
MMD,Mmd,,,,,,
MMP3,Mmp3,,,,,,
MMP9,Mmp9,,,,,,
MON1B,Mon1b,,,,,,
MPO,Mpo,,,,,,
MTMR14,Mtmr14,,,,,,
MTOR,Mtor,,,,,,
MYC,Bmyc,,,,,,
MYLPF,Mylpf,,,,,,
MYO7A,Myo7a,,,,,,
NAAA,Naaa,,,,,,
NAF1,Naf1,,,,,,
NAGA,Naga,,,,,,
NAGLU,Naglu,,,,,,
NAGPA,Nagpa,,,,,,
NAMPT,Nampt,,,,,,
NAPA,Napa,,,,,,
NAPG,Napg,,,,,,
NAPSA,Napsa,,,,,,
NBR1,Nbr1,,,,,,
NCKAP1,Nckap1,,,,,,
NCSTN,Ncstn,,,,,,
NEDD4,Nedd4,,,,,,
NEU1,Neu1,,,,,,
NEU4,Neu4,,,,,,
NFE2L2,Nfe2l2,,,,,,
NFKB1,Nfkb1,,,,,,
NKX2-3,Nkx2-3,,,,,,
NLRC4,Nlrc4,,,,,,
NPC1,Npc1,,,,,,
NPC2,Npc2,,,,,,
NPPA,Nppa,,,,,,
NRG1,Nrg1,,,,,,
NRG2,Nrg2,,,,,,
NRG3,Nrg3,,,,,,
NSF,Nsf,,,,,,
NUCKS1,Nucks1,,,,,,
OCA2,Oca2,,,,,,
OSTM1,Ostm1,,,,,,
P2RX4,P2rx4,,,,,,
P2RY2,P2ry2,,,,,,
P4HB,P4hb,,,,,,
PARK2,Park2,,,,,,
PARP1,Parp1,,,,,,
PCSK9,Pcsk9,,,,,,
PCYOX1,Pcyox1,,,,,,
PEA15,Pea15a,,,,,,
PEBP4,Pebp4,,,,,,
PELP1,Pelp1,,,,,,
PEX14,Pex14,,,,,,
PEX3,Pex3,,,,,,
PI4K2A,Pi4k2a,,,,,,
PIK3C3,Pik3c3,,,,,,
PIK3R4,Pik3r4,,,,,,
PINK1,Pink1,,,,,,
PLA2G15,Pla2g15,,,,,,
PLA2G4E,Pla2g4e,,,,,,
PLA2G4F,Pla2g4f,,,,,,
PLBD1,Plbd1,,,,,,
PLBD2,Plbd2,,,,,,
PLD1,Pld1,,,,,,
PLD3,Pld3,,,,,,
PLEKHF1,Plekhf1,,,,,,
PLOD1,Plod1,,,,,,
PNPLA7,Pnpla7,,,,,,
PON2,Pon2,,,,,,
PPA2,Ppa2,,,,,,
PPP1R15A,Ppp1r15a,,,,,,
PPT1,Ppt1,,,,,,
PPT2,Ppt2,,,,,,
PRCP,Prcp,,,,,,
PRDX6,Prdx6,,,,,,
PRDX6,Prdx6b,,,,,,
PRF1,Prf1,,,,,,
PRKAB1,Prkab1,,,,,,
PRKAR1A,Prkar1a,,,,,,
PRKCD,Prkcd,,,,,,
PRKCQ,Prkcq,,,,,,
PRTN3,Prtn3,,,,,,
PSAP,Psap,,,,,,
PSAPL1,Psapl1,,,,,,
PSEN1,Psen1,,,,,,
PSEN2,Psen2,,,,,,
PTEN,Pten,,,,,,
PTGDS,Ptgds,,,,,,
PTK6,Ptk6,,,,,,
RAB11A,Rab11a,,,,,,
RAB14,Rab14,,,,,,
RAB1A,Rab1,,,,,,
RAB24,Rab24,,,,,,
RAB27A,Rab27a,,,,,,
RAB2A,Rab2a,,,,,,
RAB33B,Rab33b,,,,,,
RAB5A,Rab5a,,,,,,
RAB5C,Rab5c,,,,,,
RAB7A,Rab7,,,,,,
RAB9A,Rab9,,,,,,
RAC1,Rac1,,,,,,
RACK1,Rack1,,,,,,
RAF1,Raf1,,,,,,
RAMP2,Ramp2,,,,,,
RAMP3,Ramp3,,,,,,
RB1,Rb1,,,,,,
RB1CC1,Rb1cc1,,,,,,
RDH14,Rdh14,,,,,,
RELA,Rela,,,,,,
RGS19,Rgs19,,,,,,
RHEB,Rheb,,,,,,
RILP,Rilp,,,,,,
RIT2,Rit2,,,,,,
RNASE1,Rnase1,,,,,,
RNASE2,Ear1,,,,,,
RNASE2,Ear10,,,,,,
RNASE2,Ear2,,,,,,
RNASE2,Ear5,,,,,,
RNASE2,Ear14,,,,,,
RNASE2,Ear11,,,,,,
RNASE2,Ear6,,,,,,
RNASE6,Rnase6,,,,,,
RNASET2,Rnaset2b,,,,,,
RNASET2,Rnaset2a,,,,,,
RNF13,Rnf13,,,,,,
RNF152,Rnf152,,,,,,
RPS6KB1,Rps6kb1,,,,,,
RPTOR,Rptor,,,,,,
RRAGA,Rraga,,,,,,
RRAGB,Rragb,,,,,,
RRAGC,Rragc,,,,,,
RRAGD,Rragd,,,,,,
RUBCN,Rubcn,,,,,,
SAR1A,Sar1a,,,,,,
SCARB1,Scarb1,,,,,,
SCARB2,Scarb2,,,,,,
SCPEP1,Scpep1,,,,,,
SERINC2,Serinc2,,,,,,
SERPINA1,Gm46,,,,,,
SERPINA1,Serpina1f,,,,,,
SERPINA1,Serpina1b,,,,,,
SERPINA1,Serpina1d,,,,,,
SERPINA1,Serpina1a,,,,,,
SERPINA1,Serpina1c,,,,,,
SERPINA1,Serpina1e,,,,,,
SESN2,Sesn2,,,,,,
SFTPB,Sftpb,,,,,,
SFTPD,Sftpd,,,,,,
SGSH,Sgsh,,,,,,
SH3GL2,Sh3gl2,,,,,,
SH3GLB1,Sh3glb1,,,,,,
SIAE,Siae,,,,,,
SIDT2,Sidt2,,,,,,
SIPA1L2,Sipa1l2,,,,,,
SIRT1,Sirt1,,,,,,
SIRT2,Sirt2,,,,,,
SLC11A1,Slc11a1,,,,,,
SLC11A2,Slc11a2,,,,,,
SLC12A4,Slc12a4,,,,,,
SLC15A3,Slc15a3,,,,,,
SLC15A4,Slc15a4,,,,,,
SLC17A5,Slc17a5,,,,,,
SLC26A11,Slc26a11,,,,,,
SLC29A3,Slc29a3,,,,,,
SLC2A13,Slc2a13,,,,,,
SLC2A8,Slc2a8,,,,,,
SLC30A2,Slc30a2,,,,,,
SLC35F6,Slc35f6,,,,,,
SLC36A1,Slc36a1,,,,,,
SLC37A3,Slc37a3,,,,,,
SLC44A2,Slc44a2,,,,,,
SLC48A1,Slc48a1,,,,,,
SMCR8,Smcr8,,,,,,
SMPD1,Smpd1,,,,,,
SMPD4,Smpd4,,,,,,
SMPDL3A,Smpdl3a,,,,,,
SNAP23,Snap23,,,,,,
SNCA,Snca,,,,,,
SNX16,Snx16,,,,,,
SORT1,Sort1,,,,,,
SPACA3,Spaca3,,,,,,
SPG11,Spg11,,,,,,
SPHK1,Sphk1,,,,,,
SPHK2,Sphk2,,,,,,
SPNS1,Spns1,,,,,,
SPPL2A,Sppl2a,,,,,,
SQSTM1,Sqstm1,,,,,,
SRGN,Srgn,,,,,,
ST13,St13,,,,,,
STARD3,Stard3,,,,,,
STARD3NL,Stard3nl,,,,,,
STK11,Stk11,,,,,,
STK39,Stk39,,,,,,
STS,,,,,,,
STX3,Stx3,,,,,,
STX7,Stx7,,,,,,
STXBP2,Stxbp2,,,,,,
SUMF1,Sumf1,,,,,,
SUPT20H,Supt20,,,,,,
SYT11,Syt11,,,,,,
TBK1,Tbk1,,,,,,
TCIRG1,Tcirg1,,,,,,
TET2,Tet2,,,,,,
TET3,Tet3,,,,,,
TFEB,Tfeb,,,,,,
TIAL1,Tial1,,,,,,
TLDC1,Tldc1,,,,,,
TLR3,Tlr3,,,,,,
TLR7,Tlr7,,,,,,
TLR9,Tlr9,,,,,,
TM9SF1,Tm9sf1,,,,,,
TMBIM1,Tmbim1,,,,,,
TMEM127,Tmem127,,,,,,
TMEM175,Tmem175,,,,,,
TMEM192,Tmem192,,,,,,
TMEM229B,Gm5423,,,,,,
TMEM229B,Tmem229b,,,,,,
TMEM55A,Tmem55a,,,,,,
TMEM55B,Tmem55b,,,,,,
TMEM63A,Tmem63a,,,,,,
TMEM74,Tmem74,,,,,,
TMEM8A,Tmem8,,,,,,
TMEM9,Tmem9,,,,,,
TMEM92,Tmem92,,,,,,
TMEM97,Tmem97,,,,,,
TMPRSS9,Tmprss9,,,,,,
TNFSF10,Tnfsf10,,,,,,
TOM1L1,Tom1l1,,,,,,
TOMM20,Tomm20,,,,,,
TP53,Trp53,,,,,,
TP53INP2,Trp53inp2,,,,,,
TP63,Trp63,,,,,,
TP73,Trp73,,,,,,
TPCN1,Tpcn1,,,,,,
TPCN2,Tpcn2,,,,,,
TPP1,Tpp1,,,,,,
TRIM23,Trim23,,,,,,
TRIP10,Trip10,,,,,,
TSC1,Tsc1,,,,,,
TSC2,Tsc2,,,,,,
TSPAN1,Tspan1,,,,,,
TSPAN8,Tspan8,,,,,,
TUSC1,Tusc1,,,,,,
TXNDC5,Txndc5,,,,,,
TYR,Tyr,,,,,,
UBA52,Uba52,,,,,,
UBOX5,Ubox5,,,,,,
UCHL1,Uchl1,,,,,,
ULK1,Ulk1,,,,,,
ULK2,Ulk2,,,,,,
ULK3,Ulk3,,,,,,
UNC13D,Unc13d,,,,,,
UNC93B1,Unc93b1,,,,,,
USP10,Usp10,,,,,,
USP4,Usp4,,,,,,
USP5,Usp5,,,,,,
USP6,Usp32,,,,,,
USP9X,Usp9x,,,,,,
UVRAG,Uvrag,,,,,,
VAMP3,Vamp3,,,,,,
VAMP4,Vamp4,,,,,,
VAMP7,Vamp7,,,,,,
VASN,Vasn,,,,,,
VEGFA,Vegfa,,,,,,
VMA21,Vma21ps,,,,,,
VMA21,Vma21,,,,,,
VMP1,Vmp1,,,,,,
VPS11,Vps11,,,,,,
VPS16,Vps16,,,,,,
VPS18,Vps18,,,,,,
VPS33A,Vps33a,,,,,,
VPS33B,Vps33b,,,,,,
VPS35,Vps35,,,,,,
VPS36,Vps36,,,,,,
VPS39,Vps39,,,,,,
VPS41,Vps41,,,,,,
VPS4B,Vps4b,,,,,,
WDFY3,Wdfy3,,,,,,
WDR11,Wdr11,,,,,,
WDR41,Wdr41,,,,,,
WDR45,Wdr45,,,,,,
WDR45B,Wdr45b,,,,,,
WDR48,Wdr48,,,,,,
WIPI1,Wipi1,,,,,,
WIPI2,Wipi2,,,,,,
ZFYVE1,Zfyve1,,,,,,
ZFYVE26,Zfyve26,,,,,,
ZNRF1,Znrf1,,,,,,
ZNRF2,Znrf2,,,,,,
